title,current_price,former_price,all_items_solds,brand_category,all_seller_info
Lenovo ThinkPad X1 Carbon Gen 9 Core i5-1145G7 2.60GHz 16GB Ram 512GB FHD Laptop,£129.99,,,Pre-owned,"newandusedlaptops4u (77,263) 99.6%"
"Dell Latitude 5590 15.6"" Core i7-8650U 16GB Ram 512GB SSD FHD Windows 11 Laptop",£69.95,,,Excellent - Refurbished,"newandusedlaptops4u (77,263) 99.6%"
Latest Dell HP Lenovo Pentium  8GB RAM 1TB SSD Windows 11 Laptop,£15.00,,,Pre-owned,"birmingham-av (11,761) 98.8%"
Dell Latitude 7320 i7-1165G7 2.80GHz 32GB 512GB SSD FHD Windows 11 Pro Laptop,£50.00,,,Pre-owned,"newandusedlaptops4u (77,263) 99.6%"
"ASUS A516 15.6 FHD LCD CPU Intel Core i5, 8GB RAM, 512GB SSD Laptop Grey Win 11",£70.00,,,Pre-owned,"brandrange (17,061) 99.9%"
"2-IN-1 LAPTOP ACER TOUCHSCREEN TravelMate Spin B3 64GB 11.6""  WINDOWS 10/11 PRO",£179.00,,,Good - Refurbished,"x-maal (1,168) 100%"
"Cheap Fast Windows 10 Laptop Intel Core i3 8GB Ram 250GB SSD WIFI 14"" SCREEN",£386.64,,,Very Good - Refurbished,"the-technology-warehouse (13,127) 99.6%"
Windows-7 Pro Professional Install Boot Disk [64 Bit] - Installation Disk,£169.99to£519.99,,,Good - Refurbished,serpent_retail (927) 100%
"Lenovo T480S,  1.70ghz I5-8350u, 16gb Ram, 256gb Ssd,Touchscreen, Win 10 Pro",£125.00,,,Brand New,robert8515 (417) 100%
Lenovo ThinkPad L480 FHD i5-8250U 8GB 256GB SSD Windows 11 Pro Warranty Laptop,£450.00,,,Brand New,"newandusedlaptops4u (77,263) 99.6%"
"New listingDell Latitude 7300, i5-8265U, 8GB RAM, 256GB SSD",£94.95,,,Good - Refurbished,"mco_yabe (6,619) 98.8%"
Lenovo ThinkPad T495 AMD Ryzen 5 3500U 8GB 256GB SSD FHD Radeon Vega 8 Laptop,£29.99,,,Brand new,"newandusedlaptops4u (77,263) 99.6%"
Acer Aspire 5 Laptop A517-58M Grey #nb,£149.99,,,Very Good - Refurbished,acer_store_uk (160) 100%
Dell Precision 5550 Xeon W-10855M 32GB Ram 512GB NVIDIA Quadro T2000 4GB Laptop,£349.95,,,Very Good - Refurbished,"newandusedlaptops4u (77,263) 99.6%"
Dell Latitude 7400 2-in-1 Core i5-8365U 8GB Ram 256GB SSD FHD Touchscreen Laptop,£174.90,,,Pre-owned,"newandusedlaptops4u (77,263) 99.6%"
New listingDELL INSPIRON 14 5491 2-IN-1 i5 10210U CPU 8GB RAM 256GB SSD,£174.90,,,Very Good - Refurbished,weblinksoft (214) 98.8%
Geo GeoBook 2E 12.5 in Laptop Celeron N3450 1.10 GHz 4GB 64 GB eMMC Win 10 Pro,£145.97,,,Opened – never used,"pro-avit.london (63,128) 99.6%"
"Toshiba Satellite Pro R50-B-12P 15.6"" Laptop┃Core i3-4005U┃8GB RAM┃256GB SSD┃W10",£119.00,,,Pre-owned,tekrez (470) 99.1%
"Lenovo T450, i5-5200u, 2.20ghz, 8gb, NoHdd, HD5500Graphics, 14"", Bios Password",£59.00,,,Good - Refurbished,laptop_point (510) 98.7%
"Cheap Dell Latitude 3190  11.6"" Win 10 Laptop. 4gb RAM, 64gb eMMC, Webcam",£200.00,,,Brand new,"aga.electronics (27,932) 99.7%"
"Dell Inspiron 13-7306 2-in-1 Laptop,i5-1135G7,8 GB,512GB,13""FHD Touch SILVER",£45.00,,,Pre-owned,jactiseller (17) 100%
"New listingLenovo ThinkPad X1 Yoga Gen 6, 14"" Tablet/Laptop- i7-1185G7 3.00GHz, 512GB, 32GB",£30.00,,,Very Good - Refurbished,"tier1-auctions (8,469) 98.8%"
HP Elitebook 840 G7 Laptop Core i5 10210U 16GB RAM 512GB SSD Win 11 Renewed,£119.99to£229.99,,,Pre-owned,"dr.memory (174,175) 99.7%"
HP 17-cp2003na  Full-HD Laptop - Ryzen™ 5,£549.99,,,Very Good - Refurbished,"hpstoreuk (28,391) 99.1%"
"New listingLenovo ThinkPad T560 - Intel Core i7-6600U, 8GB RAM, 256GB SSD. BIOS locked.",£239.99,,,Brand new,rm7001 (510) 100%
New listingDell Latitude 5430 14’’ Laptop Core i7-1265U 16GB RAM 256GB SSD Warranty 03/2026,$20.00,,,Very Good - Refurbished,"clinchit (6,341) 99.6%"
Lenovo ThinkPad L13 Laptop Core i5-10210U 8GB RAM 256GB SSD 13.3 inch Win 10 Pro,$20.00,,,Very Good - Refurbished,"laptopoutletdirect (114,724) 98.7%"
Acer Aspire Spin 14 Laptop ASP14-51MTN Grey #nb,£209.99,,,Pre-owned,acer_store_uk (160) 100%
"New listingLenovo ThinkPad X1 Yoga Gen 6, 14"" Tablet/Laptop- i7-1185G7 3.00GHz, 32GB, 512GB","£1,049.99",,,Very Good - Refurbished,"tier1-auctions (8,469) 98.8%"
"Dell Laptop Latitude 7400 14"" i7-8665U Gen 16GB RAM  256GB SSD Windows 11 Pro",£549.99,,,Pre-owned,"rapid-it-recycling (4,830) 99.6%"
New listingLenovo Thinkpad,£299.99,,,Pre-owned,davidued0 (20) 100%
New listingLenovo Thinkpad T470 Laptop,£149.99,,,Pre-owned,johnalmeida666 (951) 100%
"New listingDell Latitude 5490, i5-8250U, 8gb RAM, 128gb, UHD Graphics 620, Win-11 Pro",£399.99,,,Pre-owned,compsh-29 (71) 100%
"Minecraft Gaming Laptop Chromebook USB-C 11"" 2nd Gen 4GB 32GB WIFI Bluetooth",£299.95,,,Pre-owned,"techyteam (48,406) 99.5%"
"Dell Latitude 5480 14"" i5-6300U 8GB DDR4 240GB SSD Windows 11 Laptop",£105.00,,,Excellent - Refurbished,computers-rebooted (36) 100%
Lenovo ThinkPad L480 FHD Laptop i5-8250U 16GB 256GB NVMe Windows 11 Pro Warranty,£89.99,,,Brand new,"techstoreyorkshire (5,714) 100%"
Dell Latitude E5470 Core i5-6200U 2.30GHz 8GB 256GB SSD Windows 10 Laptop,£6.95,,,Pre-owned,"newandusedlaptops4u (77,263) 99.6%"
HP ProBook 630 G8 FHD Core i5-1135G7 16GB Ram 256GB SSD Windows 11 Pro Laptop,£160.00,,,Pre-owned,"newandusedlaptops4u (77,263) 99.6%"
"Toshiba Portégé X30-E-1DG, 3.3"" Full HD Touch, i7-8650, 16GB RAM, 256GB SSD, 4G",£174.99,,,Opened – never used,"the-tech-saver (8,544) 100%"
"HP EliteBook 840 G3 14"" (128GB SSD, Intel Core i5 6300U, 8GB RAM)",£20.00,,,Brand new,bain_electronics (328) 100%
"HP Stream 14"" Laptop,Intel N4120 Processor,4 GB RAM,64 GB,Jet Black,14s-dq0000sa",£199.99,,,Pre-owned,topdealz-rhuk (41) 97.1%
"New listingDELL INSPIRON 630M LAPTOP Pentium M,  1.73 Ghz, 512MB RAM, Fully working",£599.99,,,Pre-owned,teesside_tek (346) 100%
Lenovo V15 Gen 4 AMD Athlon Silver 7120U 8GB LPDDR5 RAM 256GB SSD 15.6'' FHD Win,£644.99,,,Pre-owned,"meshshop (4,278) 100%"
"Zebra XPLORE iX125R1 12.5"" touch Celron 1.8GHz 64GB SSD 4GB rugged tablet",£249.99,,,Pre-owned,"c.m.r.2008 (1,457) 100%"
"New listingLenovo Thinkpad T480 i5-8250U 1.6Ghz 8GB 256 SSD 14"" Laptop",£200.00,,,Pre-owned,"tecuk (31,582) 99.7%"
"HP EliteBook X360 830 G6 i5-8665U 16GB  Ram 256 SSD 13.3"" Touch Screen Win 11",£100.99,,,Good - Refurbished,plusit2023 (281) 98.5%
"New listingLaptop Computers Win 11 14"" 6GB RAM 256GB SSD 1920x1080 FHD Traditional Laptop",£59.99,,,Pre-owned,ropakks-0 (290) 99.1%
"HP 15S-FQ0004NA (128GB SSD, Intel Pentium N5030, 1.1GHz, 4GB) Laptop-Silver",£35.00,,,Good - Refurbished,pcfonetech (0) 0%
Ergo Mercury 2 L2000E Laptop,£49.00,,,Good - Refurbished,defor1957 (811) 98.6%
Touch Screen Dell Latitude Intel Core i5 6th Gen 16GB RAM 1TB SSD Win 11 HDMI,£52.90,,,Good - Refurbished,"birmingham-av (11,761) 98.8%"
New listingCustom Cheap Gaming Laptop Ryzen 5 32GB RAM 256GB SSD NVME 13.3 FHD Vega 8 Win11,£215.00,,,Very Good - Refurbished,"noblecruncher_com (1,968) 98.6%"
New listinghp pavilion touchscreen laptop 14 inch. Touchscreen. VGC,£280.00,,,Pre-owned,"mickhew (1,126) 100%"
BEATS HP 15 NOTEBOOK AMD A8-5545M RADEON 12GB NO HDD READ DESCRIPTION,£299.99,,,Brand new,it_bargainz (603) 97.3%
HP 14-em0015na Laptop - Ryzen™ 5,£399.00,,,Pre-owned,"hpstoreuk (28,391) 99.1%"
3xs Laptop,£64.00,,,Brand new,josmilli29 (0) 0%
"New listingHP 250 G4 Laptop 15.6"" i5-6200U Cheap Fast 240GB SSD 8GB Ram Windows 10 Webcam",£289.00,,,Pre-owned,"wjmtech (11,468) 99.4%"
"New listingLenovo ThinkPad X200s  12.1"" C2D L9400 1.86GHZ 2GB RAM, BIOS BOOT LAPTOP,SL21",£329.99,,,Pre-owned,"comm-2648 (9,691) 99.8%"
"New listingHP ProBook 450 G7 15.6"" Laptop - Intel Core i5-10210U - 8GB RAM - 256GB NVMe","£1,049.99",,,Pre-owned,"stonerefurb (13,426) 99.4%"
"New listingAcer Travelmate P215-51, i3-8130U, 12gb RAM, 128gb SSD, UHD Graphics 620",£270.00,,,Brand new,compsh-29 (71) 100%
Purple Laptop Lenovo ThinkPad T450 Core I5 8GB RAM 128GB 512GB SSD Windows 10,£219.99,,,Opened – never used,"pcrenewed (1,555) 99.8%"
"Acer Chromebook C720P 11.6"" HD Cheap Laptop Celeron 2995U 2GB 16GB SSD Good",£75.00,,,Parts only,"innofinity-worldwide (131,441) 98.4%"
Laptop Computer 10.1'' Quad Core Android 12.0 Netbook 1.8 GHz USB 2.0 Wifi Pink,£157.99,,,Pre-owned,"nbddirectukcf (1,183) 99.4%"
"Lenovo ThinkPad T510i, Core i5-460M, 2.53 Ghz, 6GB Ram, 128GB Ssd, Nvidia 3100m",£120.00,,,Pre-owned,mashaltechnologies (336) 98.6%
"New listingHUAWEI MateBook D 16"" (512GB SSD, Intel Core i5 12th Gen., 4.40 GHz, 8GB) Laptop",£79.99to£109.99,,,Pre-owned,bearsfanuk (228) 100%
Toshiba Satellite C50-B-14D Intel® Celeron 2160 MHz 4GB DDR3 480GB HDD,£99.99,,,Pre-owned,tomjekabson-0 (57) 100%
"Lenovo Yoga Slim 6 14IAP8 14"" Laptop 2.2K Intel i5 12th Gen 8GB RAM 512GB SSD #A",£169.99,,,Brand new,"tekshop (29,715) 99.5%"
Panasonic FZ-M1 Mk2 Toughpad 128GB/4GB Touchscreen Barcode Scanner Win 10 Pro,£134.99,,,Pre-owned,"tekrenewed (1,856) 98.9%"
"New listingLenovo ThinkPad X1 Yoga 4th Gen i5 8th Gen 16GB 256GB SSD 14""FHD Win11 Laptop",£299.99,,,Very Good - Refurbished,oavil-0 (55) 100%
New listingDell Latitude 5420 Laptop Intel Core i5-1145G7@2.60Ghz|Smashed Screen (B4R2)W7,£244.90,,,Pre-owned,"blinx_fashion (10,928) 99.8%"
"FaceTel Q3 Android 11 Tablet with Case, Keyboard and Mouse Excellent condition",£99.99,,,Pre-owned,tonyl999 (364) 100%
Cheap Laptop Mini Windows 10  Laptop 1.2Ghz 4GB RAM 64GB Storage,£159.99,,,Pre-owned,amr-it-sol (230) 100%
"14.0"" Laptop Dell Latitude E6430s Intel i5 2.70Gh 4GB 128GB SSD HDMI WIN10 VGA",£99.99,,,Very Good - Refurbished,"shumaxx2013 (41,918) 96.7%"
Dell Latitude 7490 i5-8250U 16GB Ram 512GB NVME SSD FHD Laptop Windows 11 Pro,£249.00,,,Pre-owned,"venoscorp (19,926) 98.4%"
Acer Chromebook Plus 515 CB515-2H Grey,£127.00,,,Brand new,acer_store_uk (160) 100%
Dell Latitude 3410 FHD i5-10310U Quad Core 8GB 256GB SSD Windows 11 Pro Laptop,£125.00,,,Pre-owned,"newandusedlaptops4u (77,263) 99.6%"
"Linux Ubuntu Laptop HP EliteBook 830 G6 i5-8th Gen 16GB RAM 1TB SSD FHD 13.3""",£240.00,,,Pre-owned,"thenetstore2016 (3,762) 99.5%"
Windows 11 Laptop Dell Latitude 5400 Core i5-8350U 16GB Ram 512GB SSD Webcam W11,£158.88,,,Parts only,"venoscorp (19,926) 98.4%"
Acer Swift X OLED Pro Ultra-thin Laptop SFX14-72G Grey,£179.99,,,Opened – never used,acer_store_uk (160) 100%
"14.0"" Laptop Dell Latitude E6430s Intel i5 2.70Gh 4GB 128GB SSD HDMI WIN10 VGA",£12.99,,,Pre-owned,"shumaxx2013 (41,918) 96.7%"
Acer Aspire 3 Spin Laptop A3SP14-31PT Silver,£159.99to£239.99,,,Pre-owned,acer_store_uk (160) 100%
3xs Laptop,£240.45to£292.95,,,Parts only,josmilli29 (0) 0%
"New listingHP 14s-dq5503sa 14"" Laptop i3-1215u 128 GB SSD 8GB RAM Silver EX-DISPLAY bb",£150.00,,,Pre-owned,"whiteandgrey (13,623) 95.1%"
Laptop Computer 10.1'' Quad Core Android 12.0 Netbook 1.8 GHz USB 2.0 Wifi Pink,£99.99,,,Pre-owned,"nbddirectukcf (1,183) 99.4%"
lenovo thinkpad w520 I7-2820QM 16GB 120ssd( Bios Password) Read Description,£379.00,,,Pre-owned,marcoza50 (704) 97.7%
Touch Screen Dell Latitude Intel Core i5 6th Gen 16GB RAM 1TB SSD Win 11 HDMI,£400.00,,,Good - Refurbished,"birmingham-av (11,761) 98.8%"
New listingJOB LOT  **faulty laptops** various makes,£149.95,,,Brand new,"bethnal.cashconverter101 (3,589) 99.8%"
"Dell Latitude 7390 Laptop, 13.3"" Core i5 7th Gen, 8GB RAM, 256GB SSD, Windows 11",£9.99,,,Brand New,"blackmoreit (105,923) 100%"
"HP Elite Folio 2 in1 Laptop /Tablet 8cx Kryo 495 8GB 256GB SSD 13.5"" WUXGA+Touch",£150.00,,,Brand New,"laptopoutletdirect (114,724) 98.7%"
Dell Latitude 5401 Core i5-9400H 8GB Ram 256GB FHD NVIDIA GeForce MX150 Laptop,£90.00,,,Very Good - Refurbished,"newandusedlaptops4u (77,263) 99.6%"
Dell Latitude 5491 i7-8850H 2.60GHz 32GB Ram 256GB SSD FHD Windows 11 Laptop,£119.99to£154.99,,,Very Good - Refurbished,"newandusedlaptops4u (77,263) 99.6%"
Geo GeoBook 2E 12.5 in Laptop Celeron N3450 1.10 GHz 4GB 64 GB eMMC Win 10 Pro,£40.49,,,Very Good - Refurbished,"pro-avit.london (63,128) 99.6%"
"Lenovo ThinkPad X260 Intel® Core™ i7 i7-6500U Laptop (12.5"") Full HD 256GB SSD",£149.96,,,Brand new,"mcicomms (1,529) 100%"
ASUS VivoBook 17 Laptop Celeron N4020 8GB RAM 256GB SSD 17.3 in HD+ Win 11 Home,£59.00,,,Pre-owned,"laptopoutletdirect (114,724) 98.7%"
"Acer Aspire A514-52 Laptop, 14"" Core i3 10th Gen, 8GB RAM, 256GB SSD, Windows 11",£200.00,,,Brand new,"blackmoreit (105,923) 100%"
New listingAcer Aspire 7 A715-72G Laptop 1TB HDD+250 SSD 32GB RAM,£25.00,,,Pre-owned,jason_cooper (51) 100%
"New listingSleek Cheap Gaming Laptop Ryzen 5 Quad Up to 3.70GHz 32GB RAM 1TB SSD 14"" IPS PC",£449.99,,,Opened – never used,"noblecruncher_com (1,968) 98.6%"
"Dell Latitude 5420 14"" (256GB SSD, Intel Core i5-1145G7, 2.60GHz, 16GB RAM)",£85.00,,,Brand new,bgenergy (4) 100%
New listingCheap Gaming Laptop Fast RYZEN 5 16GB RAM 256GB SSD 13.3 FHD Win11 Vega 8 GPU PC,£240.00,,,Pre-owned,"noblecruncher_com (1,968) 98.6%"
Dell Latitude 7400 2-in-1 Laptop i7-8665U 16GB RAM 512GB SSD Win11 Pro (VG)Charity item,£50.00,,,Pre-owned,"remakery (4,881) 99.8%"
Dell Latitude E5570 Laptop Intel Core i5 6200U 16GB RAM 512GB SSD Windows 10 Pro,£29.99,,,Parts only,"dr.memory (174,175) 99.7%"
HP Elite C1030 Chromebook i7 10th gen RAM: 16GB SSD: 512GB 2 in 1 touchscreen UK,£59.00,,,Pre-owned,pronoxtech (777) 100%
"New listingFujitsu Lifebook A555 Core i3-5005U 2.00 GHz  4GB RAM.  15.6"" . Damaged. Read",£88.00,,,Brand new,bargelectric (379) 99.5%
"ASUS Vivobook Go 14 Flip Laptop Intel Celeron N4500 4GB RAM 64GB eMMC 14"" FHD",£270.99,,,Very Good - Refurbished,"laptopoutletdirect (114,724) 98.7%"
Lenovo ThinkPad E490 FHD Core i5-8265U 8GB Ram 256GB SSD Windows 11 Pro Laptop,£400.00,,,Very Good - Refurbished,"newandusedlaptops4u (77,263) 99.6%"
New listingMicrosoft Surface Pro 11th edition with Keyboard and Pen New factory sealed,$20.00,,,Very Good - Refurbished,"waykaygolees (1,680) 100%"
Lenovo laptop i5 8GB 480Gb SSD Webcam WIFI DVD CD Windows 10 Pink Purple Blue,$20.00,,,Pre-owned,"techyteam (48,406) 99.5%"
"Ultra Slim Laptop 14.1"" 16GB RAM 2TB SSD Intel N3700 Windows 11 Pro 1920*1080",£249.99,,,Good - Refurbished,lilagwa-0 (927) 100%
"HP Laptop 15.6"" Full HD  Intel - 256GB SSD 8GB RAM + Ms Office Pro + Windows 11",£259.99,,,Pre-owned,computer.bits.store (83) 100%
"HP 15s-fq0501sa 15"" Laptop Intel Pentium Silver N5030 4GB RAM 128GB SSD Black #A",£259.99,,,Pre-owned,"tekshop (29,715) 99.5%"
"HP Elitebook 840 G5 Core i5 8350U 1.90GHz 8GB RAM 256GB SSD 14.1"" FHD Laptop STA","£1,600.00",,,Pre-owned,"rectech_notebooks (12,405) 99.7%"
New listingASUS Zenbook Duo 14 I5 Processor 16GB RAM 512 SSD,£88.00,,,Pre-owned,sj7897 (278) 100%
"Touch Screen 2in1 Dell Latitude 7420 i7 11th Gen 14"" Full HD 16GB 512 360 Degree",£499.99,,,Pre-owned,"bannaltd (3,032) 100%"
Lenovo ThinkPad T14s Gen 1 Core i5-10210U 8GB 256GB SSD FHD Windows 11 Laptop,£400.00,,,Very Good - Refurbished,"newandusedlaptops4u (77,263) 99.6%"
Acer Aspire 15 Laptop A15-41M Grey #nb,£259.97,,,Excellent - Refurbished,acer_store_uk (160) 100%
"Dell Vostro P132G i3-1005G1 1.2GHz. 8GB RAM, 256 STORAGE, Win 11 Pro (ITR19095)",£149.96,,,Pre-owned,bristol_waste (862) 100%
"New listingDell Latitude 5480 Core i5-6300U 2.4 GHz 4 GB RAM 128 GB SSD 14.1"" REF 110",£99.00,,,Parts only,"cwl-uk1 (14,649) 99.3%"
HP laptop 11.6 inch,£159.99to£239.99,,,Good - Refurbished,ptiatelier (568) 100%
New listingLenovo ThinkPad L390 Intel Core i5-8265U CPU @ 1.60GHz 8.0GB RAM 250GB SSD,£100.00,,,Very Good - Refurbished,firstmileresell (854) 100%
"Lenovo Yoga 7 Laptop 14ARB7 14"" 2.8K (AMD Ryzen 7 6800U, 16GB RAM, 512SSD) ES)Charity item",£159.99,,,Brand new,"scope_charity_shop (64,406) 98.5%"
"Joblot  of 10xUnits of  HP Chromebook 11.6"" G7 EE 4GB 16GB",£529.99,,,Good - Refurbished,"macnplease (3,308) 97.3%"
"New listingHUAWEI MateBook D 16"" (512GB SSD, Intel Core i5 12th Gen., 4.40 GHz, 8GB) Laptop",£259.99,,,Brand new,bearsfanuk (228) 100%
HP 15s-fq5020na Laptop Core i3-1215U 4GB RAM 128GB SSD 15.6 in Full HD Win 11 S,£299.99,,,Opened – never used,"laptopoutletdirect (114,724) 98.7%"
"DELL Latitude 7420 14"" i7 16GB 256GB NVMe Windows 11 V-Good Battery Laptop - B",£100.99,,,Excellent - Refurbished,"itresale_uk (3,716) 98.7%"
"Samsung Galaxy Laptop Book4 15.6"" IPS Intel Core 3 100U 8GB RAM 256GB SSD 2024",£125.00,,,Pre-owned,"inspector1gadget (7,452) 100%"
CHEAP LAPTOP * INTEL CORE I5 * WINDOWS 10/11 * 8GB RAM * SSD * WI-FI * WEBCAM,£289.99,,,Pre-owned,"complete-it-solutions (1,064) 100%"
New listinglenovo v15 g2 itl Laptop,£149.99,,,Pre-owned,lisaken123 (38) 0%
"New listingDELL LATITUBE 5420, I5-11TH GEN, 16GB, 240GB NVME, 14"", WIN 11 PRO. - - REF  127",£400.00,,,Very Good - Refurbished,"cwl-uk1 (14,649) 99.3%"
HP Pavilion 12th Gen 8GB RAM 512GB SSD W11,£229.95to£345.45,,,Brand new,"cgxbarrow (9,941) 98.2%"
"HP Elitebook 840 G6 14"" Laptop Intel Core i7-8665U 16GB RAM 480GB SSD FHD Win11",£189.99,,,Pre-owned,2econdchance-1 (870) 98.8%
"New listingDELL LATITUDE 5500, I5-8TH GEN, 8GB, 240GB NVME, 15.6"", WIN 11 PRO. REF 76",£239.00,,,Parts only,"cwl-uk1 (14,649) 99.3%"
Kids Gaming Chromebook touchscreen laptop HD 4GB 16GB HDMI Google Play store,£295.00,,,Pre-owned,"techyteam (48,406) 99.5%"
"New listingAsus A516 15.6"" Laptop Core i3 4GB RAM 256GB SSD Silver A516JA-EJ1546W",£229.99,,,Pre-owned,"brandrange (17,061) 99.9%"
"New listingADVENT E-SYSTEM 1201 U40SI1 13.3"" DUAL-CORE SSD W10 LAPTOP",£249.00,,,Brand new,lidun-4659 (453) 98.9%
"Bargain HP EliteBook 850 G2,i5 5200u,15.6 Inch,500GB HDD 8GB Ram",£25.00,,,Pre-owned,dealz2023 (303) 100%
"New listingHP ZBook 17 G3 17.3"" i7-6820HQ 16GB 256GB SSD 500GB HDD WIFI Windows 10 Laptop",£199.99,,,Pre-owned,"green-it-sales (3,810) 100%"
"New listingDell Latitude 3520 15.6"" FHD Core i5-1135G7 16GB RAM 256GB SSD Windows 11 Pro",£199.99,,,Brand new,"revitalized_it_spares (9,274) 99.6%"
"New listingASUS 15.6"" Laptop Core i5 Vivobook 15 8GB RAM 512GB SSD Windows 11 Silver","£1,250.00",,,Pre-owned,"electrical-deals (72,882) 98.6%"
"New listing15.5"" Laptop HP Envy Notebook 8GB RAM / i5 / 120GB  / needs new battery",£119.98to£267.02,,,Brand new,youlgreave (643) 100%
New listingHP EliteBook 820 G3 12.6  Core i5-7300U 8GB RAM 256GB SSD Window 11,£230.00to£330.00,,,Pre-owned,ismaiismai_90 (31) 100%
CHUWI HeroBook Pro 14.1in Windows 11 Laptops Intel N4020 8G RAM 256G SSD PC,£345.00,,,Pre-owned,"chuwi2019 (3,640) 95.5%"
"New HP 17.3"" Fast Intel 3.1GHz Quad Core, 64GB RAM, 2TB SSD, UHD, Windows 11 Pro",£199.99,,,Pre-owned,yourlaptop (769) 99.1%
HP Pavilion G6 Laptop Intel Core i3-3210M 1TB HDD 8GB DDR3 RAM Red,£159.95,,,Pre-owned,sambur-44 (6) 100%
Iseries Laptop Windows 11 Refurbished 32GB RAM / 1TB SSD  14 inches,£420.00,,,Pre-owned,"birmingham-av (11,761) 98.8%"
"New listingLenovo IdeaPad 11.6 inch (32GB, Intel Atom, 1.33GHz, 2GB) Notebook/Laptop VGCCharity item",£379.00,,,Pre-owned,116371 (606) 100%
"New listingLenovo ThinkPad T450 Windows 11 14"" HD Laptop Intel i5 5500U 8GB 240GB SSD WiFi",£279.99,,,Good - Refurbished,"bluecybercow (12,961) 99.8%"
Apple Macbook Air Laptop Stand Vertical M1 M2 M3,£649.99,,,Opened – never used,prnt3d (12) 92.9%
"ASUS Transformer T100T Intel  Z3740 2GB / 32GB  Win 10, 10.1"" Touchscreen Laptop",£100.00,,,Pre-owned,mazane_9098 (426) 100%
"Dell Inspiron 17 5748 17.3"" Inch W11 Office 2021 i7 8GB RAM 256GB SSD VAT Laptop",£15.00,,,Pre-owned,"propercomputingltd (1,218) 100%"
"HP ProBook 450 G7 15.6"" i5-10210U 16GB Ram 256GB SSD FHD Windows 11 Pro Laptop",£70.00,,,Parts only,"newandusedlaptops4u (77,263) 99.6%"
Dell Latitude E7250 Laptop i5 5300U 2.3GHz 8GB 256GB SSD Windows11Pro UltraLight,£99.99,,,Pre-owned,"snatch-ach (18,740) 98.4%"
"HP ProBook 450 G7 15.6"" i5-10210U 16GB Ram 256GB SSD FHD Windows 11 Pro Laptop",£499.99,,,Excellent - Refurbished,"newandusedlaptops4u (77,263) 99.6%"
Acer Aspire 3 Spin Laptop A3SP14-31PT Silver,£250.00,,,Pre-owned,acer_store_uk (160) 100%
Acer Aspire 15 Laptop A15-41M Grey #nb,£200.00,,,Pre-owned,acer_store_uk (160) 100%
ASUS VivoBook 17 Laptop Celeron N4020 8GB RAM 256GB SSD 17.3 in HD+ Win 11 Home,£279.99,,,Brand new,"laptopoutletdirect (114,724) 98.7%"
Dell Latitude E5420/5420 - Grade B Laptop - / 240GB SSD / 8GB RAM / Win 10 Pro,£259.98,,,Brand new,step987976 (10) 100%
Acer Swift Go 16 OLED Ultra-thin Laptop SFG16-72 Grey,£449.99,,,Pre-owned,acer_store_uk (160) 100%
Dell E5510 2.67 GHz 15.6”   222gb Hd. 6gb Ram,£109.99to£124.99,,,Good - Refurbished,bottomendprices (845) 100%
New listingJOB LOT  **faulty laptops** various makes,£100.00,,,Pre-owned,"bethnal.cashconverter101 (3,589) 99.8%"
"HP Chromebook 11 G7 EE Intel Celeron N4000, 4GB 16GB Google PlayStore, B Grade",£50.00,,,Pre-owned,"macnplease (3,308) 97.3%"
Dell Latitude 5570 Laptop Core i5 6300U 32GB RAM 256GB SSD Win 10 Renewed,£219.99,,,Brand new,"dr.memory (174,175) 99.7%"
"Dell Inspiron 17 5748 17.3"" Inch W11 Office 2021 i7 8GB RAM 256GB SSD VAT Laptop",£189.00,,,Pre-owned,"propercomputingltd (1,218) 100%"
"New listingHP ProBook 650 G4 15.6""  Core i5-8250U 1.6GHZ,FAULTY SPARES,SL31",£35.00,,,Very Good - Refurbished,"comm-2648 (9,691) 99.8%"
Cloud Gaming Chromebook touchscreen laptop HD 2.2 GHz 4GB 16GB HDMI Play store,£79.99to£109.99,,,Very Good - Refurbished,"techyteam (48,406) 99.5%"
Dell Latitude E7270 i3-6100U 2.30GHz 8GB Ram 128GB SSD Windows 11 Webcam Laptop,£229.95,,,Pre-owned,"newandusedlaptops4u (77,263) 99.6%"
Dell Vostro 5468 Core i5-7200U 2.50GHz 8GB DDR4 256GB SSD Webcam HDMI Laptop,£10.00,,,Brand New,"newandusedlaptops4u (77,263) 99.6%"
HP ProBook 650 G5 FHD i5-8265U Quad Core 8GB Ram 256GB SSD Windows 11 Laptop,£85.00,,,Brand New,"newandusedlaptops4u (77,263) 99.6%"
Acer Aspire 5 Laptop A517-53 Grey,£270.00,,,Very Good - Refurbished,acer_store_uk (160) 100%
Microsoft Surface Laptop 3 Intel Core i5-1035G7 16GB RAM 256GB SSD Win 11 Pro,£210.00,,,Brand new,"mobstars (22,558) 98.9%"
"ASUS Zenbook 14 Laptop Core Ultra 5 125H 16GB 512GB SSD 14"" 3K OLED Touch Win 11",£283.99,,,Brand new,"laptopoutletdirect (114,724) 98.7%"
New listingDell Inspiron Windows 10 Laptop 8GB RAM 1TB. Excellent Condition,£89.99,,,Good - Refurbished,handofgod_5577 (188) 100%
New listingLenovo ThinkPad L390 Intel Core i5-8265U CPU @ 1.60GHz 8.0GB RAM 250GB SSD,£110.00,,,Pre-owned,firstmileresell (854) 100%
